AURA_DRAIN_PER	Emiþ bonusu %.1f%%
TOOLTIP_FISHINGROD_UPGRADE1	Onu balýkçýya ver;
TOOLTIP_FISHINGROD_UPGRADE2	daha iyi
TOOLTIP_FISHINGROD_UPGRADE3	bir olta almak için.
TOOLTIP_FISH_LEN	Uzunluk: %.2fcm
TOOLTIP_HELMET	Kask
TOOLTIP_HP_REGEN	HP Üretimi +%%%d	SA
TOOLTIP_INT	Zeka +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Saldýrý deðeri %d
TOOLTIP_ITEM_ATT_POWER	Saldýrý deðeri %d - %d
TOOLTIP_ITEM_ATT_POWER_RARITY	Saldýrý Deðeri %d - %d |cff3dea2d(+%d)
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Saldýrý deðeri %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG_RARITY	Saldýrý deðeri %d |cff3dea2d(+%d)
TOOLTIP_ITEM_ATT_POWER_REFINE	Saldýrý deðeri %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Saldýrý hýzý %s
TOOLTIP_ITEM_DEF_GRADE	Defans %d
TOOLTIP_ITEM_FAST	Hýzlý
TOOLTIP_ITEM_LIMIT_CON	Canlýlýk üst limiti: %d
TOOLTIP_ITEM_LIMIT_DEX	Çeviklik üst limiti: %d
TOOLTIP_ITEM_LIMIT_INT	Zeka üst limiti: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Seviye: %d
TOOLTIP_ITEM_LIMIT_STR	Güç üst limiti: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Büyülü saldýrý deðeri %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Büyülü saldýrý deðeri %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Büyü Savunmasý %d
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Yavaþ
TOOLTIP_ITEM_VERY_FAST	Çok Hýzlý
TOOLTIP_ITEM_VERY_SLOW	Çok Yavaþ
TOOLTIP_ITEM_WEARABLE_JOB	[ Giyilebilir ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Þans Numarasý: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Büyü Saldýrý +%%%d	SA
TOOLTIP_MAGIC_ATT_GRADE	Büyülü Saldýrý Deðeri +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Büyü Savunmasý +%d	SA
TOOLTIP_MALL_ATTBONUS	Saldýrý Deðeri +%%%d	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Saldýrý deðeri	SNA
TOOLTIP_MALL_AUTOLOOT	Yerdeki mevcut Yang`ýn otomatik olarak toplanmasýný saðlayan el.	SNA
TOOLTIP_MALL_DEFBONUS	Savunma +%%%d	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Savunma 	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%%%d	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP Bonus +%%%d	SA
TOOLTIP_MALL_EXPBONUS_STATIC	EXP artýþýný %50 arttýrýr	SNA
TOOLTIP_MALL_FISH_MIND	Balýk yakalama þansýný ikiye katlar.	SNA
TOOLTIP_MALL_GOLDBONUS	Yang düþürme þansý %%%d arttý	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Ýki katý Yang düþürme þansý	SNA
TOOLTIP_MALL_ITEMBONUS	Nesne düþürme þansý %%%d arttý	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	Eþya ele geçirmede iCafe þansý için %%%.1f artýþ	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Ýki katý eþya düþürme þansý	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Sevgi Puaný daha hýzlý artar.	SNA
TOOLTIP_MALL_SAFEBOX	Depoya fazladan 2 oda daha eklenir	SNA
TOOLTIP_MAX_HP	Max. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. HP +%%%d	SA
TOOLTIP_MAX_SP	Max. SP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. SP +%%%d	SA
TOOLTIP_MAX_STAMINA	Max. Dayanýklýlýk +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Büyü Saldýrý / Yakýn Dövüþ Saldýrý +%%%d	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS ERROR(%d, %d)
TOOLTIP_MOV_SPEED	Hareket Hýzý %%%d	SA
TOOLTIP_NECK	Kolye
TOOLTIP_NEED_ALL_SP	Gereken SP: Max.
TOOLTIP_NEED_GSP	Gereken Ejderha Hayaleti: %d
TOOLTIP_NEED_HP	Gereken HP: %d
TOOLTIP_NEED_HP_PER_SEC	HP/Sn.: %d
TOOLTIP_NEED_SKILL_POINT	Gereken Beceri Puaný:
TOOLTIP_NEED_SP	Gereken SP: %d
TOOLTIP_NEED_SP_PER_SEC	SP: %d / Sn.
TOOLTIP_NEXT_SKILL_LEVEL_1	Sonraki Seviye: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Sonraki Seviye: %d (Max. %d-%d)
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Ortalama Zarar %%%d	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Ortalama Zarara Direniþ %%%d	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Grup üyesi %d den fazla.
TOOLTIP_PARTY_INFO_GRADE_UP2	Saldýrý Seviyesi +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Savunma Seviyesi +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Tüm grup üyelerine 60 dakika HP/SP Yüklenir.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Tüm grup üyelerine 30 dakika HP/SP Yüklenir.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Grup üyesi öldükten sonra 3 dakika beklemelisiniz.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Ayný serverda olduðunuz zaman grup üyelerinizi çaðýrabilirsiniz.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Saldýrý Seviyesi +(Grup üye sayisi./2) %d Saldýrý birimi seçilebilir.
TOOLTIP_PARTY_INFO_SET_TANKER	Savunma Seviyesi +(Grup üye sayisi)  1 Yakýn Dövüs Savasçýsý seçilebilir.
TOOLTIP_PARTY_SKILL_LEVEL	Mevcut Seviye: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Saldýrý/Savunma yükseltildi]
TOOLTIP_PARTY_TITLE_HEAL	[Yükleme]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	%d Grup üyesi olduðunda %%%d bonus EXP alýrsýn.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Çaðýr]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Saldýrý Birimi olarak ayarla]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Yakýn Dövüþ Savaþçýsý olarak belirle]
TOOLTIP_PICK_EXP	Puanlar: %d / %d
TOOLTIP_PICK_LEVEL	Seviye: %d
TOOLTIP_PICK_UPGRADE1	Onu oduncuya ver;
TOOLTIP_PICK_UPGRADE2	daha iyi
TOOLTIP_PICK_UPGRADE3	bir kazma alabilmek için.
TOOLTIP_POTION_CURE	Olumsuz sonuçlarý geri al.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Saldýrý Hýzý: +%d
TOOLTIP_POTION_PLUS_HP_PERCENT	HP: +%%%d
TOOLTIP_POTION_PLUS_HP_POINT	HP: +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Hareket Hýzý: +%d
TOOLTIP_POTION_PLUS_SP_PERCENT	SP: +%%%d
TOOLTIP_POTION_PLUS_SP_POINT	SP: +%d
TOOLTIP_POTION_SEC	Sn.
TOOLTIP_POTION_TIME	Süre:
TOOLTIP_REQUIREMENT_21_LEVEL	21.Seviyeye ulaþmýþ olmalýsýn.
TOOLTIP_REQUIREMENT_41_LEVEL	41.Seviyeye ulaþmýþ olmalýsýn.
TOOLTIP_REQUIREMENT_LEVEL	%d.Seviyeye ulaþmýþ olmalýsýn.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Seviye %d gerekli.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d gerekli
TOOLTIP_RESIST_BOW	Ok savunmasý %d%%	SA
TOOLTIP_RESIST_DARK	Karanlýk Direnci +%%%d	SA
TOOLTIP_RESIST_EARTH	Dünya Direnci +%%%d	SA
TOOLTIP_RESIST_ELEC	Þimseðe karþý dayanýklýlýk %%%d	SA
TOOLTIP_RESIST_FIRE	Ateþe karþý dayanýklýlýk %%%d	SA
TOOLTIP_RESIST_ICE	Buz Direnci +%%%d	SA
TOOLTIP_RESIST_MAGIC	Büyüye karþý dayanýklýlýk %%%d	SA
TOOLTIP_REST_USABLE_COUNT	Kalan: %d
TOOLTIP_SEALED	Ruha baðlý
TOOLTIP_SELLPRICE	Fiyat: %s
TOOLTIP_SHAMAN	Þaman
TOOLTIP_SHIELD	Kalkan
TOOLTIP_SHOES	Ayakkabý
TOOLTIP_SKILL	Beceriler	SNA
TOOLTIP_SKILLBOOK_NAME	Beceri Kitabý
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Saldýrý Deðeri: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Saldýrý Deðeri:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Saldýrý Hýzý: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Savunma:
TOOLTIP_SKILL_AFFECT_DODGE	Rakip saldýrý deðeri: -
TOOLTIP_SKILL_AFFECT_HEAL	Yüklenen HP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Hareket Hýzý: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Yakýn dövüþ saldýrýlarýný yansýtma þansý:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Beden hasarýna karþý koyma:
TOOLTIP_SKILL_COOL_TIME	Yükleme Süresi: 
TOOLTIP_SKILL_DAMAGE_BONUS	Beceri Hasarý %%%d	SA
TOOLTIP_SKILL_DEFEND_BONUS	Beceri hasarýna karþý koyma %%%d	SA
TOOLTIP_SKILL_DURATION	Süre: %d Sn.
TOOLTIP_SKILL_FORGET_BOOK_NAME	Unutkanlýðýn Kitabý
TOOLTIP_SKILL_LEVEL	Güncel Seviye: %d
TOOLTIP_SKILL_LEVEL_MASTER	Güncel Seviye: %d (Master)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Güncel Seviye: %d (Max. %d)
TOOLTIP_SOCKET_EMPTY	Boþ
TOOLTIP_SOCKET_REFINABLE_ITEM	[Slotlu Nesne]
TOOLTIP_SP_REGEN	SP Üretimi +%%%d	SA
TOOLTIP_STR	Güç +%d	SA
TOOLTIP_SURA	Sura
TOOLTIP_TIME_CHARGER_FIX	Süre Yükleme %d sn.	SA
TOOLTIP_TIME_CHARGER_PER	Süre Yükleme %%%d	SA
TOOLTIP_UNIQUE	Eþsiz
TOOLTIP_UNSEAL_LEFT_TIME	Ruhtan ayrýlma: %dH %dM sonra
TOOLTIP_WARRIOR	Savaþçý
TOOLTIP_WEAPON	Silah
TOOLTIP_WOLFMAN	Lycan
TOOLTIP_WRISTLET	Bileklik
TOOLTIP_PRICE_FREE	[Ücretsiz]
TOOLTIP_ITEM_OWNED	Bir sahibi var.
TOOLTIP_ACTIVATE	(Etkin)
TOOLTIP_SEALED	Ruha baðlý
TOOLTIP_UNSEAL_LEFT_TIME	Ruhtan ayrýlma: %d Saat %d Dakika sonra
TOOLTIP_SUPPORT_SHAMAN_EXP	Tecrübe Puaný: %d
TOOLTIP_SUPPORT_SHAMAN_LEVEL	Seviye: %d
TOOLTIP_SUPPORT_SHAMAN_INT	Zeka Oraný: %d
TOOLTIP_SUPPORT_SHAMAN_ACTIVATE	(Etkin)
TOOLTIP_RESIST_HUMAN	Yarý insan saldýrýlarýna karþý savunma þansý: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ELEC	Þimþeklerin gücü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FIRE	Ateþin gücü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ICE	Buzun gücü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WIND	Rüzgarýn gücü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_EARTH	Topraðýn gücü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DARK	Karanlýðýn gücü +%d%%	SA
TOOLTIP_ATTBONUS_SWORD	Kýlýç savunmasýndan kopuþ +%d%%	SA
TOOLTIP_ATTBONUS_TWOHANDED	Çift el savunmasýndan kopuþ +%d%%	SA
TOOLTIP_ATTBONUS_DAGGER	Hançer savunmasýndan kopuþ +%d%%	SA
TOOLTIP_ATTBONUS_BELL	Çan savunmasýndan kopuþ +%d%%	SA
TOOLTIP_ATTBONUS_FAN	Yelpaze savunmasýndan kopuþ +%%%d	SA
TOOLTIP_ATTBONUS_BOW	Ok savunmasýndan kopuþ +%d%%	SA
TOOLTIP_REST_USABLE_COUNT	Kalan: %d
TOOLTIP_NEXT_SKILL_LEVEL_3	Sonraki seviye: %d
TOOLTIP_BUYPRICE	[Satýþ Fiyatý]
TOOLTIP_ATTBONUS_STONE	Metin taþlarýna karþý güçlü +%d%%	SA
TOOLTIP_UNLIMITED	[Eþya Limiti Yok]
TOOLTIP_ITEM_BASIC	[Temel Eþya]
TOOLTIP_WEAPON_RARITY_BONUS	Evrim Hasarý: +%d
TOOLTIP_WEAPON_RARITY_SUCCESS	[Evrimleþmiþ]
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Otomatik Av	SNA
TOOLTIP_WIND_SHOES	Rüzgarýn Ayakkabýlarý
TOOLTIP_EMPTY	(Boþ)
TOOLTIP_TIME	Kalan Süre: %s
TOOLTIP_TIME_RANGE	Kalan Süre: %s - %s
TOOLTIP_RANGE_APPLY_CRITICAL_PCT	Kritik Vuruþ Þansý  +%d%% - +%d%%
TOOLTIP_RANGE_APPLY_PENETRATE_PCT	Delici Vuruþ Ýçin Þans +%d%% - +%d%%
TOOLTIP_RANGE_ATT_GRADE	Saldýrý Deðeri +%d - +%d
TOOLTIP_RANGE_ATT_SPEED	Saldýrý Hýzý +%d%% - +%d%%
TOOLTIP_RANGE_DEF_GRADE	Savunma +%d bis +%d
TOOLTIP_RANGE_RESIST_MAGIC	Büyüye Karþý Dayanýklýlýk %%%d - %%%d
TOOLTIP_RANGE_ENERGY	Enerji %d - %d
TOOLTIP_RANGE_ATT_BOSS	Patronlara Karþý Güçlü +%d%% - +%d%%
TOOLTIP_RANGE_ATT_STONE	Metinlere Karþý Güçlü +%d%% - +%d%%
TOOLTIP_RANGE_ATT_MONSTER	Canavarlar Karþý Güçlü +%d%% - +%d%%
TOOLTIP_RARITYREFINE_INFO	Eritme Penceresi
TOOLTIP_RARITYREFINE_INFO1	Sadece silahlara uygulanabilir.
TOOLTIP_RARITYREFINE_INFO2	Þans eþyasý kullanýlabilir.
TOOLTIP_SKILL_BOOK_READ_COUNT	Okunan Beceri Kitabý: %d
TOOLTIP_SKILL_BOOK_LEFT_COUNT	Kalan Beceri Kitabý: %d
TOOLTIP_APPLY_ATTBONUS_MUSHROOM	Mantarlara karþý güçlü +%%%d	SA
TOOLTIP_APPLY_ATTBONUS_WATER	Su canavarlarýna karþý güçlü +%%%d	SA
TOOLTIP_APPLY_RESIST_MUSHROOM	Mantar saldýrýlarýna karþý savunma þansý: %d%%	SA
TOOLTIP_APPLY_RESIST_WATER	Su canavarý saldýrýlarýna karþý savunma þansý: %d%%	SA
TOOLTIP_AFFECT_SHOP_DECO	Kaþmir Paketi	SNA
TOOLTIP_AFFECT_AUTO_HUNT	Otomatik Av	SNA
TOOLTIP_APPLY_ATTBONUS_BOSS	Patronlara karþý güçlü +%%%d	SA
TOOLTIP_AFFECT_POTION_1	Kýrmýzý Þebnem	SNA
TOOLTIP_AFFECT_POTION_2	Turuncu Þebnem	SNA
TOOLTIP_AFFECT_POTION_3	Sarý Þebnem	SNA
TOOLTIP_AFFECT_POTION_4	Yeþil Þebnem	SNA
TOOLTIP_AFFECT_POTION_5	Mavi Þebnem	SNA
TOOLTIP_AFFECT_POTION_6	Beyaz Þebnem	SNA
TOOLTIP_AFFECT_POTION_7	Lacivert Þebnem	SNA
TOOLTIP_AFFECT_POTION_8	Fýstýk Yeþili Þebnem	SNA
TOOLTIP_AFFECT_POTION_9	Koyu Renk Þebnem	SNA
TOOLTIP_AFFECT_POTION_10	Pembe Þebnem	SNA
TOOLTIP_AFFECT_POTION_11	Gri Þebnem	SNA
TOOLTIP_AFFECT_POTION_12	Mor Þebnem	SNA
TOOLTIP_AFFECT_POTION_13	Turkuaz Þebnem	SNA
UI_ACCEPT	Kabul
UI_CANCEL	iptal
UI_CLOSE	Kapat
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Red
UI_ITEM	Nesne
UI_LEFT_TIME	Kalan Zaman: %d Sec.
UI_NEXT	Devam
UI_NEXTPAGE	Devam
UI_NOCONTENTS	Ýçerik yok
UI_NONAME	isimsiz
UI_OK	OK
UI_POS_UNKNOWN	Bilinmeyen Yer
UI_PREVPAGE	Geri
UI_UNKNOWN	Bilinmeyen
UPGRADE_METIN_ITEM	%s isimli nesneyi geliþtirmek istiyor musun?
UPLOAD_MARK_CHECK_NEED_RECONNECT	Upload yeniden baþlatýlmalý.
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	Upload yeniden baþlatýlmalý.
USE_ITEM_FAILURE_PRIVATE_SHOP	Özel bir dükkân açtýðýn sürece, nesneleri kullanamazsýn.
USE_SKILL_ERROR_UNKNOWN	Bilinmeyen Beceri Hatasý: %s
WHISPER_CANNOT_SEND_YOURSELF	Kendine özel mesaj gönderemezsin.
WHISPER_OFFLINE_MESSAGE_WARNING	isimli oyuncu þu an çevrimdýþý. Yinede mesaj göndermek istiyorsanýz baþýna '#' koyun. Örnek: #Merhaba
WHISPER_OFFLINE_MESSAGE_YOURSELF	Kendine çevrimdýþý mesaj gönderemezsin.
WHISPER_OFFLINE_SEND_SUCCESS	Mesaj gönderildi: '%s' Kime: %s
WHISPER_RENEWAL_TEXT	Yazýyor.
MESSENGER_ADD_FRIEND_ANSWER_TIMEOVER	Arkadaþlýk isteði iptal edildi.
PARTY_ANSWER_TIMEOVER	Grup daveti isteði iptal edildi.
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND	%s seni arkadaþ olarak eklemek istiyor kabul ediyor musun ?
NEW_KEYBOARD_SLOT_BLOCKED	Bu slotu aktif edebilmek için %d. seviyeye ulaþmalýsýn.
MINIGAME_FISH_EVENT_ADD_ACCEPT	Eklemek istermisin?
MINIGAME_FISH_EVENT_DROP_ACCEPT	Bu nesneyi atmak istediðine emin misin?
MINIGAME_FISH_EVENT_REWARD_MSG	Anladýn %s.
MINIGAME_FISH_EVENT_USE_ACCEPT	Bunu kullanmak ister misin?
MAILBOX_POST_ALL_DELETE_FAIL_EMPTY	Mesaj yok
MAILBOX_POST_ALL_DELETE_QUESTION1	Tüm mesajlarý sil?
MAILBOX_POST_ALL_DELETE_QUESTION2	Eklentisi olan mesajlar silinmez
MAILBOX_POST_ALL_GET_ITEMS_FAIL_EMPTY	Posta kutunda eklentisi olan mesajýn yok.
MAILBOX_POST_ALL_GET_ITEMS_QUESTION	Eklentiyi kabul et? (Yang için %5 vergi düþtükten sonra)
MAILBOX_POST_DELETE_FAIL_EXIST_ITEMS	Mesaj silinemedi. Lütfen önce içindeki eklentiyi kabul et.
MAILBOX_POST_DELETE_QUESTION	Bu mesajý gerçekten silmek istiyor musun?
MAILBOX_POST_GET_ITEMS_NOT_ENOUGHT_INVENTORY	Eþyalar alýnamadý. Envanterin dolu.
MAILBOX_POST_GET_ITEMS_QUESTION	Eklentiyi kabul et? (Yang için %5 vergi düþtükten sonra)
MAILBOX_POST_GET_ITEMS_WON_OVERFLOW	Daha fazla Won alamazsýn.
MAILBOX_POST_GET_ITEMS_YANG_OVERFLOW	Daha fazla Yang alamazsýn.
MAILBOX_POST_GM_ARRIVE	GM mesajý
MAILBOX_POST_NOT_CONFIRM_INFO_1	Okunmamýþ mesajlar: %d
MAILBOX_POST_NOT_CONFIRM_INFO_2	Eklentisiz: %d / Eklentili: %d
MAILBOX_POST_READ_BLOCK	Þunu engellemek istediðine emin misin: %s?
MAILBOX_POST_WRITE_ALREADY_ITEM	[Lonca] Mesaj baþý sadece bir eþya gönderebilirsin.
MAILBOX_POST_WRITE_CAN_NOT_SPLIT_ITEM	Bölünmüþ bir yýðýný bir mesaja ekledikten sonra envantere býrak.
MAILBOX_POST_WRITE_CONFIRM_FAIL	Bilinmeyen alýcý. Mesaj gönderilemedi.
MAILBOX_POST_WRITE_CONFIRM_FULL_MAILBOX	Alýcýnýn posta kutusu dolu. Mesaj gönderilemedi.
MAILBOX_POST_WRITE_LEVEL_LIMIT	Seviye 20'den itibaren mesaj gönderebilirsin.
MAILBOX_POST_WRITE_MONEY_NOT_ENOUGHT	Bu mesajý göndermek için yeterli Yang'ýn yok.
MAILBOX_POST_WRITE_NAME_CHECK	"Alýcýyý kontrol et" seçeneðini týklayarak alýcý adýný onayla.
MAILBOX_POST_WRITE_NAME_EMPTY	Bir alýcý gir.
MAILBOX_POST_WRITE_QUESTION1	Þimdi mesajý %s kiþisine gönder?
MAILBOX_POST_WRITE_QUESTION2	Teslimat ücreti: %d Yang
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_NAME	Bir alýcý gir.
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_TITLE	Bir konu gir.
MAILBOX_POST_WRITE_SEND_MONEY_TITLE	Parasal toplam
MAILBOX_POST_WRITE_WRONG_ITEM	Ruha baðlý eþyalar gönderemezsin.
MAILBOX_POST_WRITE_WRONG_MESSAGE	Bu haber yanlýþ kelimeler içeriyor.
MAILBOX_POST_WRITE_WRONG_TITLE	Bu konu yanlýþ kelimeler içeriyor.
MAILBOX_POST_WRITE_BUTTON	Gönder
MAILBOX_TITLE_MINIMAP	Posta Kutusu Bilgilendirme
MAILBOX_TITLE_MINIMAP2	Toplam alýnan posta: %d
MAILBOX_TITLE_MINIMAP3	Okunmamýþ posta: %d
LOADING_INFORMATION_TEXT1	ESC Menüsü üzerinden hýzlý kanal deðiþtirebilirsin.
LOADING_INFORMATION_TEXT2	Grafik ayarlarýný sistem seçeneklerinden düzenleyebilirsin.
LOADING_INFORMATION_TEXT3	Servis yüzüðü üzerinden hýzlýca beceri sýfýrlayabilirsin.
LOADING_INFORMATION_TEXT4	Ticaret Aynasý kullanarak hýzlý þekilde nesneleri belirleyebilirsiniz.
LOADING_INFORMATION_TEXT5	Çevrimdýþý arkadaþýnýza eþya gönderebilmek için posta kutusunu kullanabilirsiniz.
LOADING_INFORMATION_TEXT6	Patron yaratýk avladýkça silahýnýzýn evrim puaný artar ve görünümü deðiþir.
LOADING_INFORMATION_TEXT7	Derecelerinizi derece kutusuna koyarak ticaret gerçekleþtirebilirsiniz.
LOADING_INFORMATION_TEXT8	Derece puanýnýz arttýkça metin taþlarýna hasar ve yaþam puaný kazanýrsýnýz.
LOADING_INFORMATION_TEXT9	Yükseliþ sistemi ile ekstra özellikler elde edebilirsiniz.
LOADING_INFORMATION_TEXT10	Savaþ bölgesi her gün saat 18.00 den 18.45'e kadar aktif durumdadýr.
LOADING_INFORMATION_TEXT11	Lonca deposuna eðer yetkiniz var ise eþya ekleyip kaldýrabilirsiniz.
LOADING_INFORMATION_TEXT12	Oyun seçeneklerinden rakibinize yaþam puanýnýzý göstermeyi kapatabilirsiniz.
LOADING_INFORMATION_TEXT13	Depodaki nesneye sað týklayarak envanterinize alabilirsiniz.
LOADING_INFORMATION_TEXT14	Oyun seçeneklerinden Þaman,Binek ve Evcil Hayvanlarý gizleyebilirsiniz.
LOADING_INFORMATION_TEXT15	Evcil Hayvanýnýza beceri öðretebilmek için kitabý slota sürükleyin.
LOADING_INFORMATION_TEXT16	Gemi savunmasýna 100. seviye ve üstü tüm oyuncular girebilir.
LOADING_INFORMATION_TEXT17	ESC Menüsü üzerinden klavye ayarlarýný deðiþtirebilirsiniz.
LOADING_INFORMATION_TEXT18	ESC Menüsü üzerinden Uyanýþ sistemini aktif edebilirsiniz.
LOADING_INFORMATION_TEXT19	Sistem seçeneklerinden Oyun yazý tipini düzenleyebilirsiniz.
REBORN_ACTIVATE_QUESTION	Uyanýþ Modu Aktif/Deaktif Edilsin mi ?
ATTENDANCE_REWARD_QUESTION	Ödülü almak istiyor musun?
TARGET_TOOLTIP_ATTACK_COUNT	Toplam Vuruþ: %d
TOOLTIP_EXP_BONUS_EVENT	EXP +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Saldýrý Hýzý Azaltma	SNA
TARGET_BUTTON_ARENA	Arena
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP1	Birden fazla %s kullanýrsan, ayný sayýda sandýk kazanýrsýn.
MINI_GAME_CATCHKING_CHALLENGE_TOOLTIP2	En fazla %d kral destesi kullanabilirsin.
MINI_GAME_CATCHKING_HELP_MSG1	Tüh! Kartýnýn deðeri daha düþük.\nPuan almýyorsun. Destenden yeni bir kart seç.
MINI_GAME_CATCHKING_HELP_MSG2	Aferin! Kartlarýn deðeri eþit.\n Oyun hamlen sona erdi. Destenden yeni bir kart seç.
MINI_GAME_CATCHKING_HELP_MSG3	Devam et! Kartýnýn deðeri daha yüksek.\nBir kart daha aç.
MINI_GAME_CATCHKING_HELP_MSG4	Açtýðýn kartýn menzilinde bir [5] vardý.\nMaalesef puan alamýyorsun. Þimdi kralýný seç [K].
MINI_GAME_CATCHKING_POPUP_CATCH_FAIL	Kral kaçtý! Oyun bitti. \nEn az 10 puan aldýysan, þimdi ödülünü etkinleþtirebilirsin.
MINI_GAME_CATCHKING_POPUP_REWARD_FAIL	Bir ödül etkinleþtiremezsin.
MINI_GAME_CATCHKING_SEARCH_NUMBER5	Yakýnda bir [5] var.
MINI_GAME_CATCHKING_START_QUESTION	Bu tur için senden çekilenler: %d Yang ve %s: %d adet\nÞimdi oynamak istiyor musun?
MINI_GAME_CATCHKING_TOOLTIP_CARD1	Þu kartý yakalayabilir: [1]
MINI_GAME_CATCHKING_TOOLTIP_CARD2	Þu kartlarý yakalayabilir: [1], [2]
MINI_GAME_CATCHKING_TOOLTIP_CARD3	Þu kartlarý yakalayabilir: [1], [2], [3]
MINI_GAME_CATCHKING_TOOLTIP_CARD4	Þu kartlarý yakalayabilir: [1], [2], [3], [4]
MINI_GAME_CATCHKING_TOOLTIP_CARD5	Þu kartlarý yakalayabilir: [1], [2], [3], [4], [5]\nBir diðer [5] açýlan kartýnla bitiþik ise,\n oyun hamlesi sonlandýrýlýr ve sen puan almazsýn.
MINI_GAME_CATCHKING_TOOLTIP_CARD6	Þu kartý yakalayabilir: [K]
MINI_GAME_CATCHKING_TOOLTIP_SCORE1	%s: 550 veya üzeri
MINI_GAME_CATCHKING_TOOLTIP_SCORE2	%s: 400 - 549 arasý
MINI_GAME_CATCHKING_TOOLTIP_SCORE3	%s: 10 - 399 arasý
MINI_GAME_CATCHKING_TOOLTIP_SCORE4	Tüm kartlarý açarsan 10 ekstra puan alýrsýn.
TOOLTIP_PREMIUM_1	Yang ve Tecrübe puanýnda %20 artýþ (Premium Etkisi)	SNA
